time,Activity,Steps,HR,Inclinometer
12:27,7.0,4,92.76595744680851,2
12:28,7.0,4,96.8125,2
12:29,7.0,2,94.2391304347826,2
12:30,7.0,4,91.45833333333331,2
12:31,7.0,4,103.04081632653062,2
12:32,7.0,6,99.6808510638298,2
12:33,7.0,6,108.21212121212122,2
12:34,7.0,1,94.36734693877553,2
12:35,7.0,1,97.01886792452832,2
12:36,7.0,3,97.15217391304348,2
12:37,7.0,2,94.3191489361702,2
12:38,7.0,0,101.8125,2
12:39,7.0,8,102.85416666666669,2
12:40,7.0,5,98.15686274509804,2
12:41,7.0,7,94.16666666666669,2
12:42,7.0,22,107.08333333333331,1
12:43,7.0,16,106.25,1
12:44,7.0,10,100.3125,1
12:45,7.0,10,101.68,1
12:46,7.0,1,106.26923076923076,2
12:47,7.0,3,102.875,2
12:48,5.0,1,102.5744680851064,0
12:49,5.0,2,102.0,0
12:50,5.0,2,103.29787234042551,0
12:51,5.0,0,107.811320754717,0
12:52,5.0,10,112.87755102040816,0
12:53,5.0,4,112.06382978723404,0
12:54,5.0,2,115.0,0
12:55,5.0,8,109.41666666666669,0
12:56,5.0,17,116.0,1
12:57,5.0,2,125.98076923076924,3
12:58,5.0,6,122.17021276595744,2
12:59,5.0,4,119.16666666666669,0
13:00,5.0,7,116.83333333333331,0
13:01,5.0,13,119.17391304347828,1
13:02,5.0,15,129.0212765957447,1
13:43,6.0,22,96.3913043478261,1
13:44,6.0,7,86.93333333333334,0
13:45,6.0,7,83.71698113207547,0
13:46,6.0,0,81.0,0
13:47,6.0,1,82.9375,0
13:48,6.0,13,84.20833333333333,1
13:49,6.0,13,95.8695652173913,1
13:50,6.0,4,91.79591836734694,0
13:51,6.0,2,92.5576923076923,0
13:52,6.0,1,97.45833333333331,3
13:53,6.0,8,99.5909090909091,3
13:54,6.0,15,98.35416666666669,1
13:55,6.0,14,98.44,1
13:56,6.0,10,95.07692307692308,1
13:57,6.0,8,101.45833333333331,1
13:58,6.0,13,99.2608695652174,0
13:59,6.0,4,96.04255319148936,2
14:00,6.0,1,92.8125,2
14:01,6.0,2,90.74074074074076,2
14:02,6.0,2,88.8936170212766,2
14:03,6.0,1,88.0,2
14:04,6.0,15,88.875,1
14:05,6.0,3,94.22916666666669,3
14:06,6.0,12,94.21153846153848,1
14:29,7.0,5,86.02083333333333,2
14:30,7.0,4,84.41666666666667,2
14:31,7.0,13,98.01960784313724,1
14:32,7.0,5,80.88235294117646,2
14:33,7.0,2,86.14583333333333,2
14:34,7.0,0,88.89583333333333,2
14:35,7.0,3,89.8125,2
14:36,7.0,4,89.22916666666667,2
14:37,7.0,2,87.36538461538461,2
14:38,7.0,5,88.85416666666667,2
14:39,7.0,0,85.6875,2
14:40,7.0,1,96.9375,2
14:41,7.0,4,95.75,2
14:42,7.0,0,85.84313725490196,2
14:43,7.0,2,95.01960784313724,2
14:44,7.0,5,88.41666666666667,2
14:45,7.0,2,84.10416666666667,2
14:46,7.0,4,94.45833333333331,2
14:47,7.0,6,102.125,2
14:48,7.0,2,85.38888888888889,2
14:49,7.0,6,96.5625,2
14:50,7.0,8,88.22916666666667,2
14:51,7.0,4,89.04166666666667,2
14:52,7.0,3,89.52083333333333,3
14:53,7.0,2,93.05882352941175,2
14:54,7.0,8,94.29411764705884,3
14:55,7.0,2,89.66666666666667,2
14:56,7.0,2,93.97916666666669,2
14:57,8.0,4,96.72916666666669,2
14:58,8.0,4,97.08333333333331,2
14:59,8.0,15,110.20370370370372,1
15:00,8.0,8,97.72916666666669,2
15:01,8.0,2,90.06521739130434,2
15:02,8.0,11,98.86666666666666,1
15:03,8.0,7,105.65957446808513,2
15:04,8.0,3,89.19607843137256,1
15:05,8.0,2,90.54901960784314,2
15:06,8.0,0,90.77083333333331,3
15:07,8.0,8,92.125,3
15:08,8.0,0,92.41666666666669,3
15:09,8.0,10,91.95833333333331,1
15:10,8.0,4,90.4074074074074,2
15:11,8.0,9,96.89583333333331,2
15:12,8.0,12,96.875,1
15:13,8.0,7,95.04166666666669,1
15:14,8.0,3,96.72916666666669,1
15:15,8.0,20,108.25490196078432,1
15:16,8.0,10,99.8627450980392,1
15:17,8.0,7,99.0625,2
15:18,8.0,2,94.5,2
15:19,8.0,4,94.8125,3
15:20,8.0,2,93.45833333333331,3
15:21,8.0,2,97.6851851851852,3
15:22,8.0,0,94.91666666666669,1
15:23,8.0,9,100.36363636363636,1
15:24,8.0,2,98.39583333333331,2
15:25,8.0,4,96.34042553191487,2
15:26,8.0,5,99.38888888888889,2
15:27,8.0,3,98.58333333333331,3
15:28,8.0,8,104.375,1
15:29,8.0,1,99.0,1
15:30,8.0,2,96.76595744680851,3
15:31,8.0,0,94.23529411764706,3
15:32,8.0,1,96.50980392156865,3
15:33,8.0,0,95.45833333333331,3
15:34,8.0,0,96.15217391304348,3
15:35,8.0,5,97.85106382978724,3
15:36,8.0,15,127.5,1
15:37,8.0,12,119.29545454545456,1
15:38,8.0,4,98.5625,2
15:39,8.0,15,102.58333333333331,1
15:40,8.0,3,98.95833333333331,2
15:41,8.0,1,96.39583333333331,2
15:42,8.0,1,99.49019607843135,2
15:43,8.0,3,104.6078431372549,2
15:44,8.0,0,100.47916666666669,2
15:45,8.0,5,99.5,2
15:46,8.0,18,113.23404255319149,1
15:47,8.0,8,101.5625,2
15:48,8.0,4,97.37037037037037,0
15:49,8.0,0,93.02083333333331,2
15:50,8.0,0,92.87234042553192,2
15:51,8.0,1,94.89583333333331,2
15:52,8.0,3,95.8913043478261,1
15:53,8.0,0,88.25490196078431,1
15:54,8.0,0,90.33333333333331,1
15:55,8.0,0,89.71111111111111,0
15:56,8.0,13,100.97142857142858,1
15:57,8.0,35,107.69811320754717,1
15:58,8.0,7,114.77083333333331,2
15:59,8.0,6,108.10416666666669,3
16:00,8.0,17,106.45833333333331,1
16:34,2.0,20,106.52083333333331,1
16:35,2.0,22,107.45283018867924,1
16:36,2.0,9,94.2391304347826,3
16:37,2.0,10,89.66666666666667,3
16:38,2.0,8,91.10416666666669,1
16:39,2.0,1,91.0,3
16:40,2.0,8,91.1346153846154,2
16:41,2.0,1,91.72916666666669,2
16:42,2.0,4,90.22916666666669,2
16:43,2.0,13,93.125,1
16:44,2.0,11,96.36170212765956,1
16:45,2.0,13,97.16981132075472,1
16:46,2.0,10,92.16326530612244,3
16:47,2.0,12,95.0,1
16:48,2.0,7,92.8125,1
16:49,2.0,7,92.08333333333331,0
16:50,2.0,11,91.34,0
16:51,2.0,2,91.25,0
16:52,2.0,15,97.72340425531917,1
16:53,2.0,7,92.75,2
16:54,2.0,13,88.81818181818181,2
16:55,2.0,4,87.21739130434783,3
16:56,2.0,0,85.58823529411765,2
16:57,2.0,0,89.95348837209302,2
16:58,2.0,0,87.57777777777778,2
16:59,7.0,11,98.58333333333331,2
17:00,7.0,13,97.0754716981132,1
17:01,7.0,28,96.83673469387756,1
17:02,7.0,22,99.08333333333331,1
17:03,7.0,10,99.89583333333331,1
17:04,7.0,22,93.58333333333331,1
17:05,7.0,32,104.6122448979592,1
17:06,7.0,37,103.8846153846154,1
17:07,7.0,7,91.27083333333331,0
17:08,7.0,0,84.89583333333333,3
17:09,7.0,1,83.64583333333333,3
17:10,7.0,6,88.58333333333333,0
17:11,7.0,1,89.13207547169812,2
17:12,7.0,0,84.18367346938776,2
17:13,7.0,0,82.1875,3
17:14,7.0,1,83.58333333333333,3
17:15,7.0,9,89.25,0
17:16,7.0,13,100.76,1
17:17,7.0,6,94.5,0
17:18,7.0,7,98.58333333333331,2
17:19,7.0,3,91.77777777777776,2
17:20,7.0,3,97.625,2
17:21,7.0,0,88.92,2
17:22,7.0,15,98.01923076923076,2
17:23,7.0,1,95.65217391304348,2
17:24,7.0,14,95.64583333333331,1
17:25,7.0,17,94.0,1
17:26,7.0,27,103.8780487804878,1
17:27,7.0,44,104.41509433962264,1
17:28,7.0,34,104.06122448979592,1
17:29,7.0,30,104.4,1
17:30,7.0,42,105.70833333333331,1
17:31,7.0,32,103.08333333333331,1
17:32,7.0,30,107.2156862745098,1
17:33,7.0,30,109.85416666666669,1
17:34,7.0,35,121.17391304347828,1
17:35,7.0,21,107.02083333333331,1
17:36,7.0,28,104.60416666666669,1
17:37,7.0,45,115.52083333333331,1
17:38,7.0,11,104.14814814814817,1
17:39,7.0,32,105.33333333333331,1
17:40,7.0,25,102.4375,1
17:46,2.0,32,122.3191489361702,1
17:47,2.0,16,103.95833333333331,1
17:48,2.0,6,98.10416666666669,1
17:49,2.0,15,96.22222222222224,1
17:50,2.0,19,96.375,1
17:51,2.0,13,96.4375,1
17:52,2.0,5,97.60416666666669,3
17:53,2.0,11,96.20833333333331,1
17:54,2.0,13,94.2156862745098,1
17:55,2.0,3,91.74509803921568,3
17:56,2.0,13,95.14583333333331,1
17:57,2.0,13,97.5,1
17:58,2.0,10,93.5,1
17:59,2.0,22,95.79166666666669,1
18:00,2.0,17,96.22222222222224,1
18:01,2.0,11,88.27083333333333,3
18:02,2.0,13,91.83333333333331,1
18:03,2.0,24,95.93617021276596,1
18:04,2.0,28,105.8125,1
18:05,2.0,17,101.72549019607844,1
18:06,2.0,20,97.31372549019608,1
18:07,2.0,7,98.85416666666669,2
18:08,2.0,13,100.12765957446808,1
18:09,2.0,21,97.125,1
18:10,2.0,45,99.77083333333331,1
18:11,2.0,26,97.9074074074074,1
18:12,2.0,25,98.91666666666669,1
18:13,2.0,11,93.375,1
18:14,2.0,12,89.77083333333333,1
18:15,2.0,10,88.35416666666667,1
18:16,2.0,19,87.7843137254902,1
18:17,2.0,38,107.8627450980392,1
18:18,2.0,18,94.3191489361702,1
18:19,2.0,30,92.04166666666669,1
18:20,2.0,18,95.27083333333331,1
18:21,2.0,20,86.875,1
18:22,2.0,12,90.77777777777776,1
18:23,2.0,17,86.35416666666667,1
18:24,2.0,9,86.22916666666667,2
18:25,2.0,15,87.54166666666667,1
18:26,2.0,15,87.625,1
18:27,2.0,7,86.80392156862744,2
18:28,2.0,15,84.84313725490196,1
18:29,6.0,18,90.33333333333331,1
18:30,2.0,20,89.29166666666667,1
18:31,2.0,8,90.4375,2
18:32,2.0,10,89.91666666666667,2
18:33,2.0,22,85.05555555555556,1
18:34,2.0,11,94.08333333333331,2
18:35,2.0,9,91.95833333333331,2
18:36,2.0,7,84.16666666666667,3
18:37,2.0,28,82.8125,1
18:38,2.0,28,85.6078431372549,1
18:39,2.0,17,82.49019607843137,2
18:40,2.0,13,81.72916666666667,2
18:41,2.0,8,83.4375,2
18:42,2.0,14,85.625,1
18:43,2.0,15,83.9375,1
18:44,2.0,13,81.92592592592592,1
18:45,2.0,6,80.95833333333333,2
18:46,2.0,16,93.39583333333331,1
18:47,2.0,26,102.64583333333331,1
18:48,2.0,18,96.02083333333331,1
18:49,2.0,1,80.3921568627451,2
18:50,2.0,13,78.01960784313725,1
18:51,2.0,6,81.08333333333333,2
18:52,2.0,12,76.70833333333333,1
18:53,2.0,6,77.375,3
18:54,2.0,5,77.97916666666667,2
18:55,2.0,5,79.68518518518519,2
18:56,2.0,15,81.22916666666667,1
18:57,2.0,15,81.64583333333333,1
18:58,2.0,0,77.5625,2
18:59,2.0,1,78.04166666666667,3
19:00,2.0,15,80.90196078431373,1
19:01,2.0,13,82.68627450980392,1
19:02,2.0,32,96.14583333333331,1
19:03,3.0,45,106.08333333333331,1
19:04,3.0,50,123.25,1
19:05,3.0,32,112.75,1
19:06,3.0,13,125.39622641509432,1
19:07,3.0,32,131.08333333333334,1
19:08,3.0,18,117.72916666666669,1
19:09,3.0,15,106.79166666666669,1
19:10,3.0,15,105.4375,3
19:11,3.0,17,105.6470588235294,2
19:12,3.0,36,111.6078431372549,1
19:13,3.0,24,113.79166666666669,1
19:14,3.0,20,104.35416666666669,1
19:15,3.0,23,103.48936170212764,1
19:16,3.0,24,110.375,1
19:17,3.0,38,110.72222222222224,1
19:18,3.0,66,122.875,1
19:19,3.0,67,117.79166666666669,1
19:20,3.0,63,107.89583333333331,1
19:21,3.0,64,102.97916666666669,1
19:22,3.0,55,112.70588235294116,1
19:23,3.0,60,107.49019607843135,1
19:24,3.0,28,120.25,1
19:39,6.0,28,106.24074074074076,1
19:40,6.0,26,101.10416666666669,1
19:41,6.0,12,95.97916666666669,1
19:42,6.0,17,94.02083333333331,1
19:43,6.0,5,90.3695652173913,3
19:44,6.0,10,89.29411764705883,1
19:45,6.0,7,90.47058823529412,1
19:46,6.0,19,90.5,1
19:47,6.0,16,91.60416666666669,1
19:48,6.0,19,104.04166666666669,1
19:49,6.0,28,109.0,1
19:50,6.0,12,95.64814814814817,1
19:51,6.0,3,89.08333333333333,3
19:52,6.0,12,87.14583333333333,1
19:53,6.0,6,85.14583333333333,2
19:54,6.0,12,92.27659574468083,3
19:55,6.0,6,89.74509803921569,1
19:56,6.0,8,89.49019607843137,1
19:57,6.0,4,85.02173913043478,3
19:58,6.0,2,90.41176470588236,2
19:59,6.0,4,85.50980392156863,3
20:00,6.0,0,86.44680851063829,0
20:01,6.0,21,86.95833333333333,1
20:02,6.0,10,91.625,1
20:03,6.0,12,92.89583333333331,1
20:04,6.0,14,94.68627450980392,1
20:05,6.0,9,86.56,1
20:06,6.0,2,84.89583333333333,1
20:07,6.0,0,83.70833333333333,1
20:08,6.0,3,81.0,1
20:09,6.0,7,82.45833333333333,3
20:10,6.0,5,86.11111111111111,3
20:11,6.0,10,95.14583333333331,0
20:12,6.0,7,102.66666666666669,1
20:13,6.0,5,98.41666666666669,3
20:14,6.0,8,94.02083333333331,1
20:15,6.0,4,94.6078431372549,3
20:16,6.0,0,95.54901960784314,3
20:17,6.0,2,95.0,3
20:18,6.0,9,92.10416666666669,1
20:19,6.0,7,86.72916666666667,2
20:20,6.0,7,85.27083333333333,0
20:21,6.0,26,96.29629629629628,1
20:22,6.0,10,84.39583333333333,1
20:23,6.0,9,85.375,1
20:24,6.0,11,87.08333333333333,1
20:25,6.0,8,87.79166666666667,2
20:26,6.0,7,94.33333333333331,2
20:27,6.0,0,84.6470588235294,1
20:28,6.0,2,82.75,1
20:29,6.0,0,83.6875,1
20:30,6.0,0,84.5625,1
20:31,6.0,7,89.52083333333333,1
20:32,6.0,0,85.14814814814815,2
20:33,6.0,3,85.39583333333333,2
20:34,6.0,6,86.75,2
20:35,6.0,4,86.1875,2
20:36,6.0,6,90.97916666666669,2
20:37,6.0,0,85.03921568627452,2
20:38,6.0,14,85.74509803921569,1
20:39,6.0,1,84.27083333333333,2
20:40,6.0,2,86.22916666666667,2
20:41,6.0,3,88.22916666666667,2
20:42,6.0,14,89.91666666666667,1
20:43,6.0,10,88.37037037037037,1
20:44,6.0,3,91.6875,1
20:45,6.0,0,97.20833333333331,1
20:46,6.0,8,92.83333333333331,1
20:47,6.0,5,91.63636363636364,2
20:48,6.0,8,91.5609756097561,3
20:49,6.0,13,92.54166666666669,1
20:50,6.0,10,94.29166666666669,1
20:51,6.0,18,95.33333333333331,1
21:13,9.0,23,99.8490566037736,1
21:14,9.0,16,101.0,1
21:15,9.0,2,93.0,3
22:33,2.0,14,98.40384615384616,1
22:34,2.0,16,91.94,1
22:35,2.0,23,101.66666666666669,1
22:36,2.0,34,93.0,1
22:37,2.0,19,82.4375,1
22:38,2.0,7,76.91836734693878,1
22:39,2.0,20,84.09433962264151,1
22:40,2.0,4,80.16666666666667,2
22:41,2.0,7,80.47916666666667,2
22:42,2.0,20,84.5625,1
22:43,2.0,8,83.72916666666667,1
22:44,2.0,10,82.0576923076923,1
22:45,2.0,10,81.92,1
22:46,2.0,12,81.74468085106383,1
22:47,2.0,7,80.375,2
22:48,2.0,10,79.89583333333333,1
22:49,2.0,4,78.34693877551021,3
22:50,2.0,10,85.79245283018868,1
22:51,2.0,11,79.22916666666667,3
22:52,2.0,11,82.14583333333333,2
22:53,2.0,4,87.75,3
22:54,2.0,10,84.8125,1
22:55,2.0,20,80.57692307692308,1
22:56,2.0,9,82.36,2
22:57,2.0,14,88.72916666666667,1
22:58,2.0,21,90.02083333333333,1
22:59,2.0,22,85.08333333333333,1
23:00,2.0,15,82.51020408163265,1
23:01,2.0,17,82.46153846153847,1
23:02,2.0,22,91.6875,1
23:03,2.0,26,101.45833333333331,1
23:04,2.0,8,95.4375,2
23:05,2.0,30,96.39583333333331,1
23:06,2.0,8,85.73076923076923,2
23:07,2.0,17,75.22,1
23:08,2.0,10,75.75,1
23:09,2.0,13,77.0625,2
23:10,2.0,17,82.02083333333333,1
23:11,2.0,15,79.75510204081633,2
23:12,2.0,4,80.66037735849056,2
23:13,2.0,3,83.08333333333333,1
23:14,2.0,6,81.375,2
23:15,2.0,8,81.8125,1
23:16,2.0,4,81.9375,2
23:17,2.0,8,82.01923076923077,2
23:18,2.0,1,80.08,2
23:19,2.0,1,80.33333333333333,1
23:20,2.0,11,81.3125,1
23:21,2.0,14,85.29166666666667,1
23:22,2.0,27,82.33333333333333,1
23:23,2.0,38,96.49056603773585,1
23:24,2.0,21,84.9375,1
23:25,2.0,41,90.125,1
23:26,2.0,23,87.85416666666667,1
23:27,2.0,21,81.1875,1
23:28,2.0,19,76.4423076923077,1
23:29,2.0,18,75.98,1
23:30,2.0,15,77.29166666666667,1
23:31,2.0,4,73.35416666666667,3
23:32,2.0,1,72.66666666666667,3
23:33,2.0,1,70.48979591836735,3
23:34,2.0,2,71.43396226415095,3
23:35,2.0,13,77.72916666666667,1
23:36,2.0,22,80.25,1
23:37,2.0,11,77.97916666666667,3
23:38,2.0,8,77.47916666666667,3
23:39,2.0,18,79.3076923076923,1
23:40,2.0,20,86.58,1
23:41,2.0,0,76.10416666666667,3
23:42,2.0,0,70.85416666666667,3
23:43,2.0,1,71.39583333333333,3
23:44,2.0,2,72.57142857142857,3
23:45,2.0,26,88.52830188679245,1
23:48,2.0,28,94.16666666666669,1
23:49,2.0,15,85.54166666666667,1
23:50,2.0,3,70.1923076923077,3
23:51,2.0,4,68.54,3
23:52,2.0,7,71.68085106382979,3
23:53,2.0,5,72.83333333333333,3
23:54,2.0,4,70.22916666666667,3
23:55,8.0,23,77.71428571428571,1
23:56,8.0,32,90.24528301886792,1
23:57,8.0,12,87.10416666666667,1
23:58,8.0,3,70.13333333333334,0
23:59,8.0,6,73.0,0
00:01,8.0,2,69.18,0
00:02,8.0,0,66.3125,0
00:03,8.0,1,69.33333333333333,0
00:04,8.0,0,67.89583333333333,0
00:05,8.0,4,68.34693877551021,0
00:06,8.0,6,86.20754716981132,3
00:07,8.0,3,71.19565217391305,3
00:08,8.0,2,81.77083333333333,0
00:09,8.0,7,81.95833333333333,0
00:10,8.0,4,72.39583333333333,0
00:11,8.0,9,73.51923076923077,0
00:12,8.0,2,75.58,0
00:13,8.0,5,76.45833333333333,0
00:14,8.0,4,86.875,0
00:15,8.0,9,80.79166666666667,0
00:16,8.0,10,75.26530612244898,0
00:17,8.0,3,72.69811320754717,0
00:18,8.0,18,85.5625,1
00:19,8.0,32,96.41666666666669,1
00:20,8.0,19,88.83333333333333,1
00:21,8.0,10,70.14893617021276,1
00:22,8.0,10,74.0576923076923,0
00:23,8.0,10,75.92,1
00:24,8.0,7,76.29166666666667,0
00:25,8.0,11,76.28888888888889,0
00:26,8.0,6,81.10416666666667,0
00:27,8.0,13,77.48076923076923,0
00:28,8.0,3,81.08,0
00:29,8.0,7,77.2127659574468,0
00:30,8.0,5,91.16666666666669,0
00:31,8.0,8,82.375,3
00:32,8.0,10,90.85714285714286,0
00:33,8.0,6,73.37735849056604,0
00:34,8.0,6,76.4375,0
00:35,8.0,5,79.08333333333333,0
00:36,8.0,14,88.89583333333333,1
00:37,8.0,1,78.91666666666667,0
00:38,8.0,1,84.25,2
00:39,8.0,6,86.9,0
00:40,8.0,7,82.91666666666667,0
00:41,8.0,8,77.97916666666667,0
00:42,8.0,4,76.10416666666667,0
00:43,8.0,5,77.85714285714286,0
00:44,8.0,0,69.73584905660377,0
00:45,8.0,0,71.14583333333333,0
00:46,8.0,0,70.8125,0
00:47,8.0,6,74.3125,0
00:48,8.0,3,74.72916666666667,0
00:49,8.0,4,79.67307692307692,0
00:50,8.0,11,75.0,0
00:51,8.0,7,74.27083333333333,0
00:52,8.0,5,75.72916666666667,0
00:53,8.0,4,72.5,0
00:54,8.0,5,73.3913043478261,0
00:55,8.0,10,81.75471698113208,0
00:56,8.0,4,73.72916666666667,0
00:57,8.0,10,74.27083333333333,0
00:58,8.0,5,74.45833333333333,0
00:59,8.0,7,74.1875,0
01:00,8.0,4,76.34615384615384,0
01:01,8.0,6,75.92,0
01:02,8.0,10,75.35416666666667,0
01:03,8.0,4,76.29166666666667,0
01:04,8.0,8,83.79166666666667,0
01:05,8.0,5,75.93877551020408,0
01:06,8.0,5,74.0754716981132,0
01:07,8.0,7,80.70833333333333,0
01:08,8.0,9,78.47916666666667,0
01:09,8.0,28,84.22916666666667,1
01:10,8.0,16,81.0,1
01:11,8.0,24,84.42307692307692,1
01:12,8.0,18,79.92,0
01:13,8.0,7,77.4375,0
01:14,8.0,7,75.54166666666667,3
01:15,8.0,10,77.76595744680851,2
01:16,8.0,5,79.375,3
01:17,8.0,5,77.83333333333333,2
01:18,8.0,5,76.80434782608695,1
01:19,8.0,3,80.72340425531915,2
01:20,8.0,4,89.83333333333333,2
01:21,8.0,12,82.28260869565217,1
01:22,8.0,5,82.98039215686275,3
01:23,8.0,7,77.2156862745098,2
01:24,8.0,4,76.04545454545455,2
01:25,8.0,6,77.79166666666667,2
01:26,8.0,8,82.47916666666667,2
01:27,8.0,7,79.23529411764706,0
01:28,8.0,9,79.88235294117646,0
01:29,8.0,5,82.14583333333333,0
01:30,8.0,2,77.6,0
01:31,8.0,10,89.83333333333333,1
01:32,8.0,6,79.43137254901961,0
01:33,8.0,3,77.68627450980392,0
01:34,8.0,4,74.25,0
01:35,8.0,6,83.25,0
01:36,8.0,11,80.125,0
01:37,8.0,5,81.14583333333333,0
01:38,8.0,4,77.01851851851852,0
01:39,8.0,4,77.47916666666667,0
01:40,8.0,9,81.04166666666667,0
01:41,8.0,13,82.72916666666667,1
01:42,8.0,1,76.39583333333333,0
01:43,8.0,8,85.76470588235294,0
01:44,8.0,4,77.45098039215686,0
01:45,8.0,15,93.14583333333331,1
01:46,8.0,4,96.14583333333331,2
01:47,8.0,10,94.22916666666669,1
02:10,0.0,12,93.79166666666669,1
02:11,0.0,23,99.188679245283,1
02:12,0.0,18,103.36734693877553,1
02:13,0.0,24,92.35416666666669,1
02:14,0.0,25,92.75,1
02:15,0.0,10,78.79166666666667,3
02:16,0.0,14,87.42857142857143,1
02:17,0.0,2,72.75,3
02:18,0.0,0,66.5625,3
02:19,0.0,0,67.75,3
02:20,0.0,0,69.3125,0
02:21,0.0,0,67.1875,0
02:22,0.0,0,70.63461538461539,0
02:23,0.0,1,70.0,3
02:24,0.0,1,69.39583333333333,2
02:25,0.0,0,69.77083333333333,2
02:26,0.0,1,67.83333333333333,2
02:27,0.0,0,67.57142857142857,2
02:28,0.0,0,68.52830188679245,2
02:29,0.0,0,67.29166666666667,2
02:30,0.0,0,68.59574468085107,2
02:31,0.0,0,69.04166666666667,2
02:32,0.0,0,67.4375,0
02:33,0.0,0,68.6078431372549,0
02:34,0.0,0,69.16,0
02:35,0.0,0,68.85416666666667,0
02:36,0.0,0,68.55319148936171,0
02:37,0.0,0,69.35416666666667,0
02:38,0.0,0,69.40816326530613,0
02:39,0.0,0,68.32075471698113,0
02:40,0.0,0,68.75,0
02:41,0.0,0,69.20833333333333,0
02:42,0.0,0,68.41666666666667,0
02:43,0.0,0,68.25,0
02:44,0.0,0,68.73076923076923,0
02:45,0.0,0,68.2,0
02:46,0.0,0,67.72916666666667,0
02:47,0.0,0,67.83333333333333,0
02:48,0.0,0,66.7872340425532,0
